sku,item_number,upc_ean_gtin,manufacturer_part_number,product_name,short_description,long_description,product_category,subcategory,brand,model,product_status,unit_of_measure,inventory_type,stocking_indicator,reorder_point,safety_stock,lead_time_days,min_order_qty,max_order_qty,cycle_count_class,lot_controlled,serial_controlled,standard_cost,average_cost,last_cost,list_price,selling_price,currency,price_effective_date,primary_vendor_id,primary_vendor_name,vendor_sku,vendor_lead_time_days,country_of_origin,weight_lbs,length_in,width_in,height_in,volume_cubic_in,color,material,hazardous_material_flag,warehouse_id,zone,aisle,rack,shelf,bin,warehouse_location_code,storage_type,seo_title,product_image_url,product_page_url,marketing_description,keywords,web_enabled,channel,created_date,created_by,last_modified_date,last_modified_by,version_number
AUD-VOL-N610-PLUS-0496,ITM-000496,394059802602,MPN-VOL-852067,VoltEdge N610-PLUS Soundbar,Soundbar by VoltEdge,VoltEdge N610-PLUS Soundbar for consumer and business electronics applications.,Audio,Soundbar,VoltEdge,N610-PLUS,Active,EA,Finished Good,Stocked,74,20,44,1,250,A,N,Y,462.86,454.15,471.04,759.84,648.27,USD,2024-10-19,SUP-001,Shenzhen Bright Electronics,V-SUP-001-57523,51,China,7.19,17.35,4.0,3.05,211.67,White,Glass,N,WH-MIA-01,Z19,A29,R086,S08,B04,Z19-A29-R086-S08-B04,Cage,Buy VoltEdge N610-PLUS Soundbar,https://example.com/images/AUD-VOL-N610-PLUS-0496.jpg,https://example.com/products/AUD-VOL-N610-PLUS-0496,Reliable soundbar with modern electronics features and dependable performance.,"audio,soundbar,voltedge,n610-plus",Y,Wholesale,2024-10-19,sku_admin,2025-03-04,sku_admin,11
AUD-ZEN-X612-MAX-0497,ITM-000497,295868419623,MPN-ZEN-778117,Zenith Digital X612-MAX Headphones,Headphones by Zenith Digital,Zenith Digital X612-MAX Headphones for consumer and business electronics applications.,Audio,Headphones,Zenith Digital,X612-MAX,Pending Launch,EA,Finished Good,Stocked,48,56,4,20,500,C,N,Y,573.5,563.9,576.14,993.46,866.81,USD,2025-01-15,SUP-009,Berlin Network Systems,V-SUP-009-71438,74,Germany,3.38,17.44,7.76,7.3,987.94,Silver,Glass,N,WH-MIA-01,Z13,A26,R024,S04,B01,Z13-A26-R024-S04-B01,Cage,Buy Zenith Digital X612-MAX Headphones,https://example.com/images/AUD-ZEN-X612-MAX-0497.jpg,https://example.com/products/AUD-ZEN-X612-MAX-0497,Reliable headphones with modern electronics features and dependable performance.,"audio,headphones,zenith-digital,x612-max",N,Wholesale,2025-01-15,mchen,2025-02-07,gtovar,6
ACC-QUA-G661-MAX-0498,ITM-000498,062327237179,MPN-QUA-627000,QuantumGear G661-MAX Webcam,Webcam by QuantumGear,QuantumGear G661-MAX Webcam for consumer and business electronics applications.,Accessory,Webcam,QuantumGear,G661-MAX,Active,EA,Accessory,Stocked,231,23,17,5,2500,A,N,N,17.42,17.96,17.52,31.34,25.8,USD,2024-03-13,SUP-009,Berlin Network Systems,V-SUP-009-75064,45,Germany,9.53,10.62,10.72,5.97,679.66,Red,Copper,N,WH-MIA-01,Z15,A29,R075,S06,B03,Z15-A29-R075-S06-B03,Shelf,Buy QuantumGear G661-MAX Webcam,https://example.com/images/ACC-QUA-G661-MAX-0498.jpg,https://example.com/products/ACC-QUA-G661-MAX-0498,Reliable webcam with modern electronics features and dependable performance.,"accessory,webcam,quantumgear,g661-max",Y,B2B,2024-03-13,sku_admin,2024-08-20,sku_admin,9
ACC-TER-R315-PRO-0499,ITM-000499,815915790894,MPN-TER-487547,TerraWave R315-PRO Docking Station,Docking Station by TerraWave,TerraWave R315-PRO Docking Station for consumer and business electronics applications.,Accessory,Docking Station,TerraWave,R315-PRO,Active,EA,Finished Good,Non-stocked,187,82,27,1,1000,C,N,N,55.65,56.26,55.84,118.32,102.44,USD,2024-04-27,SUP-003,Seoul Digital Supply,V-SUP-003-13651,47,South Korea,14.4,14.65,7.18,2.36,248.24,White,Aluminum,N,WH-MIA-01,Z19,A26,R088,S02,B02,Z19-A26-R088-S02-B02,Bulk,Buy TerraWave R315-PRO Docking Station,https://example.com/images/ACC-TER-R315-PRO-0499.jpg,https://example.com/products/ACC-TER-R315-PRO-0499,Reliable docking station with modern electronics features and dependable performance.,"accessory,docking-station,terrawave,r315-pro",Y,B2B,2024-04-27,kpatel,2024-10-05,mchen,9
KEY-BRI-A935-BK-0500,ITM-000500,706690107923,MPN-BRI-604415,BrightView A935-BK Mechanical Keyboard,Mechanical Keyboard by BrightView,BrightView A935-BK Mechanical Keyboard for consumer and business electronics applications.,Keyboard,Mechanical Keyboard,BrightView,A935-BK,Pending Launch,EA,Finished Good,Stocked,155,73,12,5,2500,C,N,N,120.07,125.16,122.05,278.04,224.96,USD,2025-04-16,SUP-007,Hanoi Electronics Manufacturing,V-SUP-007-77969,33,Vietnam,10.02,13.33,7.9,1.42,149.54,Gray,ABS Plastic,N,WH-MIA-01,Z11,A03,R054,S08,B03,Z11-A03-R054-S08-B03,Cage,Buy BrightView A935-BK Mechanical Keyboard,https://example.com/images/KEY-BRI-A935-BK-0500.jpg,https://example.com/products/KEY-BRI-A935-BK-0500,Reliable mechanical keyboard with modern electronics features and dependable performance.,"keyboard,mechanical-keyboard,brightview,a935-bk",N,E-commerce,2025-04-16,mchen,2025-08-24,sku_admin,8
STO-SIG-X884-SL-0501,ITM-000501,315550570521,MPN-SIG-650290,SignalMax X884-SL External HDD,External HDD by SignalMax,SignalMax X884-SL External HDD for consumer and business electronics applications.,Storage,External HDD,SignalMax,X884-SL,Active,EA,Finished Good,Stocked,159,88,59,20,250,C,Y,N,139.67,146.45,142.44,269.66,251.8,USD,2024-07-22,SUP-002,Taipei Core Components,V-SUP-002-24920,46,Taiwan,4.88,8.25,8.28,1.46,99.73,Graphite,Aluminum,N,WH-MIA-01,Z04,A10,R030,S06,B01,Z04-A10-R030-S06-B01,Bulk,Buy SignalMax X884-SL External HDD,https://example.com/images/STO-SIG-X884-SL-0501.jpg,https://example.com/products/STO-SIG-X884-SL-0501,Reliable external hdd with modern electronics features and dependable performance.,"storage,external-hdd,signalmax,x884-sl",Y,Marketplace,2024-07-22,mchen,2024-11-01,sku_admin,8
ACC-BRI-X994-SL-0502,ITM-000502,344568446794,MPN-BRI-125941,BrightView X994-SL Power Adapter,Power Adapter by BrightView,BrightView X994-SL Power Adapter for consumer and business electronics applications.,Accessory,Power Adapter,BrightView,X994-SL,Pending Launch,EA,Accessory,Non-stocked,113,94,57,5,500,A,N,N,20.87,20.47,20.69,42.88,39.21,USD,2025-12-21,SUP-008,Penang Device Assembly,V-SUP-008-67564,34,Malaysia,7.74,6.54,3.55,6.24,144.87,White,Polycarbonate,N,WH-MIA-01,Z16,A24,R058,S03,B05,Z16-A24-R058-S03-B05,Pallet,Buy BrightView X994-SL Power Adapter,https://example.com/images/ACC-BRI-X994-SL-0502.jpg,https://example.com/products/ACC-BRI-X994-SL-0502,Reliable power adapter with modern electronics features and dependable performance.,"accessory,power-adapter,brightview,x994-sl",N,E-commerce,2025-12-21,jmartinez,2026-06-10,kpatel,3
ACC-PIX-G477-PLUS-0503,ITM-000503,423324165185,MPN-PIX-757277,PixelPro G477-PLUS Docking Station,Docking Station by PixelPro,PixelPro G477-PLUS Docking Station for consumer and business electronics applications.,Accessory,Docking Station,PixelPro,G477-PLUS,Discontinued,EA,Component,Stocked,68,76,30,5,100,B,N,N,226.62,234.23,240.23,489.32,410.57,USD,2024-10-01,SUP-007,Hanoi Electronics Manufacturing,V-SUP-007-18341,61,Vietnam,2.9,5.08,11.66,6.15,364.28,Black,ABS Plastic,Y,WH-MIA-01,Z18,A19,R084,S02,B04,Z18-A19-R084-S02-B04,Pallet,Buy PixelPro G477-PLUS Docking Station,https://example.com/images/ACC-PIX-G477-PLUS-0503.jpg,https://example.com/products/ACC-PIX-G477-PLUS-0503,Reliable docking station with modern electronics features and dependable performance.,"accessory,docking-station,pixelpro,g477-plus",N,Retail,2024-10-01,gtovar,2025-03-06,sku_admin,2
AUD-QUA-G665-BK-0504,ITM-000504,413447609483,MPN-QUA-827706,QuantumGear G665-BK Soundbar,Soundbar by QuantumGear,QuantumGear G665-BK Soundbar for consumer and business electronics applications.,Audio,Soundbar,QuantumGear,G665-BK,Active,EA,Finished Good,Stocked,78,5,50,1,2500,C,N,N,359.67,367.21,352.97,713.92,654.82,USD,2024-04-29,SUP-001,Shenzhen Bright Electronics,V-SUP-001-59428,62,China,12.24,10.22,13.09,4.13,552.51,Matte Black,Aluminum,N,WH-MIA-01,Z01,A37,R093,S07,B02,Z01-A37-R093-S07-B02,Cage,Buy QuantumGear G665-BK Soundbar,https://example.com/images/AUD-QUA-G665-BK-0504.jpg,https://example.com/products/AUD-QUA-G665-BK-0504,Reliable soundbar with modern electronics features and dependable performance.,"audio,soundbar,quantumgear,g665-bk",Y,Marketplace,2024-04-29,jmartinez,2024-09-18,sku_admin,7
KEY-APE-A420-PLUS-0505,ITM-000505,634202223499,MPN-APE-670653,ApexTech A420-PLUS Mechanical Keyboard,Mechanical Keyboard by ApexTech,ApexTech A420-PLUS Mechanical Keyboard for consumer and business electronics applications.,Keyboard,Mechanical Keyboard,ApexTech,A420-PLUS,Active,EA,Finished Good,Stocked,235,28,49,5,1000,C,N,N,38.85,38.8,40.65,71.47,66.87,USD,2025-09-23,SUP-008,Penang Device Assembly,V-SUP-008-55935,13,Malaysia,9.33,8.57,10.26,3.48,305.99,Matte Black,Glass,N,WH-MIA-01,Z13,A08,R036,S05,B01,Z13-A08-R036-S05-B01,Rack,Buy ApexTech A420-PLUS Mechanical Keyboard,https://example.com/images/KEY-APE-A420-PLUS-0505.jpg,https://example.com/products/KEY-APE-A420-PLUS-0505,Reliable mechanical keyboard with modern electronics features and dependable performance.,"keyboard,mechanical-keyboard,apextech,a420-plus",Y,Marketplace,2025-09-23,jmartinez,2025-11-04,jmartinez,5
ROU-APE-X662-PRO-0506,ITM-000506,372631995695,MPN-APE-473308,ApexTech X662-PRO VPN Router,VPN Router by ApexTech,ApexTech X662-PRO VPN Router for consumer and business electronics applications.,Router,VPN Router,ApexTech,X662-PRO,Active,EA,Finished Good,Non-stocked,45,83,14,5,1000,B,N,N,131.71,134.16,125.58,323.99,262.24,USD,2025-07-16,SUP-009,Berlin Network Systems,V-SUP-009-33667,73,Germany,2.93,14.7,9.94,2.34,341.92,Gray,Plastic,N,WH-MIA-01,Z03,A14,R035,S05,B03,Z03-A14-R035-S05-B03,Pallet,Buy ApexTech X662-PRO VPN Router,https://example.com/images/ROU-APE-X662-PRO-0506.jpg,https://example.com/products/ROU-APE-X662-PRO-0506,Reliable vpn router with modern electronics features and dependable performance.,"router,vpn-router,apextech,x662-pro",Y,Retail,2025-07-16,sku_admin,2025-10-26,jmartinez,2
MOU-OMN-P848-PLUS-0507,ITM-000507,157493251149,MPN-OMN-580235,OmniLink P848-PLUS Ergonomic Mouse,Ergonomic Mouse by OmniLink,OmniLink P848-PLUS Ergonomic Mouse for consumer and business electronics applications.,Mouse,Ergonomic Mouse,OmniLink,P848-PLUS,Active,EA,Finished Good,Stocked,124,77,55,1,250,A,N,N,18.3,18.17,18.77,31.41,28.37,USD,2024-04-12,SUP-008,Penang Device Assembly,V-SUP-008-41877,15,Malaysia,0.84,4.31,2.19,1.29,12.18,Blue,Copper,N,WH-MIA-01,Z17,A24,R065,S01,B01,Z17-A24-R065-S01-B01,Rack,Buy OmniLink P848-PLUS Ergonomic Mouse,https://example.com/images/MOU-OMN-P848-PLUS-0507.jpg,https://example.com/products/MOU-OMN-P848-PLUS-0507,Reliable ergonomic mouse with modern electronics features and dependable performance.,"mouse,ergonomic-mouse,omnilink,p848-plus",Y,E-commerce,2024-04-12,mchen,2024-10-07,sku_admin,2
MOU-QUA-P647-PRO-0508,ITM-000508,210781871096,MPN-QUA-761506,QuantumGear P647-PRO Gaming Mouse,Gaming Mouse by QuantumGear,QuantumGear P647-PRO Gaming Mouse for consumer and business electronics applications.,Mouse,Gaming Mouse,QuantumGear,P647-PRO,Active,EA,Finished Good,Stocked,113,40,11,1,1000,A,N,N,42.68,44.26,41.34,79.26,69.8,USD,2025-02-17,SUP-010,Bangalore Peripheral Supply,V-SUP-010-35590,11,India,1.05,3.73,3.62,1.11,14.99,Silver,Polycarbonate,N,WH-MIA-01,Z09,A12,R091,S04,B01,Z09-A12-R091-S04-B01,Rack,Buy QuantumGear P647-PRO Gaming Mouse,https://example.com/images/MOU-QUA-P647-PRO-0508.jpg,https://example.com/products/MOU-QUA-P647-PRO-0508,Reliable gaming mouse with modern electronics features and dependable performance.,"mouse,gaming-mouse,quantumgear,p647-pro",Y,E-commerce,2025-02-17,gtovar,2025-02-25,jmartinez,11
MON-COR-N858-BK-0509,ITM-000509,142066701514,MPN-COR-435291,CoreByte N858-BK Gaming Monitor,Gaming Monitor by CoreByte,CoreByte N858-BK Gaming Monitor for consumer and business electronics applications.,Monitor,Gaming Monitor,CoreByte,N858-BK,Discontinued,EA,Finished Good,Stocked,149,20,4,1,1000,B,N,N,233.88,229.5,226.31,383.14,355.64,USD,2024-05-23,SUP-001,Shenzhen Bright Electronics,V-SUP-001-96934,10,China,3.69,21.67,4.48,17.81,1729.02,White,Aluminum,N,WH-MIA-01,Z06,A12,R007,S06,B04,Z06-A12-R007-S06-B04,Rack,Buy CoreByte N858-BK Gaming Monitor,https://example.com/images/MON-COR-N858-BK-0509.jpg,https://example.com/products/MON-COR-N858-BK-0509,Reliable gaming monitor with modern electronics features and dependable performance.,"monitor,gaming-monitor,corebyte,n858-bk",N,B2B,2024-05-23,gtovar,2024-11-06,gtovar,5
CAB-VOL-X297-SL-0510,ITM-000510,252861323945,MPN-VOL-972838,VoltEdge X297-SL USB-C Cable,USB-C Cable by VoltEdge,VoltEdge X297-SL USB-C Cable for consumer and business electronics applications.,Cable,USB-C Cable,VoltEdge,X297-SL,Active,BOX,Component,Stocked,37,29,22,1,2500,B,Y,N,45.82,46.01,43.56,80.68,73.16,USD,2025-10-13,SUP-009,Berlin Network Systems,V-SUP-009-41785,40,Germany,1.35,4.74,3.04,0.64,9.22,Red,Steel,N,WH-MIA-01,Z19,A23,R032,S07,B04,Z19-A23-R032-S07-B04,Pallet,Buy VoltEdge X297-SL USB-C Cable,https://example.com/images/CAB-VOL-X297-SL-0510.jpg,https://example.com/products/CAB-VOL-X297-SL-0510,Reliable usb-c cable with modern electronics features and dependable performance.,"cable,usb-c-cable,voltedge,x297-sl",Y,Wholesale,2025-10-13,sku_admin,2026-04-02,kpatel,7
COM-SIG-A492-PRO-0511,ITM-000511,559147625380,MPN-SIG-749685,SignalMax A492-PRO Mini PC,Mini PC by SignalMax,SignalMax A492-PRO Mini PC for consumer and business electronics applications.,Computer,Mini PC,SignalMax,A492-PRO,Active,EA,Finished Good,Stocked,81,15,20,5,500,A,N,Y,1783.6,1752.82,1898.04,3320.57,2754.54,USD,2025-10-11,SUP-005,Austin Tech Distribution,V-SUP-005-42747,24,USA,41.72,14.3,16.08,12.17,2798.42,Blue,Copper,N,WH-MIA-01,Z11,A14,R072,S07,B02,Z11-A14-R072-S07-B02,Cage,Buy SignalMax A492-PRO Mini PC,https://example.com/images/COM-SIG-A492-PRO-0511.jpg,https://example.com/products/COM-SIG-A492-PRO-0511,Reliable mini pc with modern electronics features and dependable performance.,"computer,mini-pc,signalmax,a492-pro",Y,Marketplace,2025-10-11,mchen,2026-03-07,arodriguez,10
ROU-NOV-N586-BK-0512,ITM-000512,276383543468,MPN-NOV-444481,NovaVision N586-BK Enterprise Router,Enterprise Router by NovaVision,NovaVision N586-BK Enterprise Router for consumer and business electronics applications.,Router,Enterprise Router,NovaVision,N586-BK,Active,EA,Finished Good,Non-stocked,114,33,45,10,100,B,N,Y,228.58,227.14,231.13,441.9,375.2,USD,2024-03-26,SUP-010,Bangalore Peripheral Supply,V-SUP-010-95954,30,India,5.06,13.78,8.37,3.63,418.68,Matte Black,Aluminum,N,WH-MIA-01,Z14,A07,R046,S04,B05,Z14-A07-R046-S04-B05,Shelf,Buy NovaVision N586-BK Enterprise Router,https://example.com/images/ROU-NOV-N586-BK-0512.jpg,https://example.com/products/ROU-NOV-N586-BK-0512,Reliable enterprise router with modern electronics features and dependable performance.,"router,enterprise-router,novavision,n586-bk",Y,Marketplace,2024-03-26,sku_admin,2024-04-20,mchen,4
STO-QUA-X582-PLUS-0513,ITM-000513,201489678082,MPN-QUA-505376,QuantumGear X582-PLUS External HDD,External HDD by QuantumGear,QuantumGear X582-PLUS External HDD for consumer and business electronics applications.,Storage,External HDD,QuantumGear,X582-PLUS,Discontinued,EA,Finished Good,Stocked,151,28,10,1,100,B,N,Y,464.89,467.38,452.76,820.26,696.03,USD,2024-07-14,SUP-003,Seoul Digital Supply,V-SUP-003-28178,43,South Korea,11.31,19.86,10.23,4.5,914.26,Black,Copper,N,WH-MIA-01,Z10,A23,R097,S07,B02,Z10-A23-R097-S07-B02,Bulk,Buy QuantumGear X582-PLUS External HDD,https://example.com/images/STO-QUA-X582-PLUS-0513.jpg,https://example.com/products/STO-QUA-X582-PLUS-0513,Reliable external hdd with modern electronics features and dependable performance.,"storage,external-hdd,quantumgear,x582-plus",N,Wholesale,2024-07-14,gtovar,2024-12-14,sku_admin,9
COM-COR-R523-PLUS-0514,ITM-000514,649719670683,MPN-COR-329062,CoreByte R523-PLUS Laptop,Laptop by CoreByte,CoreByte R523-PLUS Laptop for consumer and business electronics applications.,Computer,Laptop,CoreByte,R523-PLUS,Active,EA,Finished Good,Stocked,158,16,5,1,1000,A,N,Y,1583.79,1550.67,1664.39,2821.6,2566.54,USD,2025-05-02,SUP-010,Bangalore Peripheral Supply,V-SUP-010-96086,31,India,13.7,17.36,16.66,1.92,555.3,Blue,Aluminum,N,WH-MIA-01,Z08,A15,R035,S05,B02,Z08-A15-R035-S05-B02,Bulk,Buy CoreByte R523-PLUS Laptop,https://example.com/images/COM-COR-R523-PLUS-0514.jpg,https://example.com/products/COM-COR-R523-PLUS-0514,Reliable laptop with modern electronics features and dependable performance.,"computer,laptop,corebyte,r523-plus",Y,B2B,2025-05-02,sku_admin,2025-10-19,sku_admin,12
MOU-SIG-X172-PRO-0515,ITM-000515,793014811604,MPN-SIG-706435,SignalMax X172-PRO Wireless Mouse,Wireless Mouse by SignalMax,SignalMax X172-PRO Wireless Mouse for consumer and business electronics applications.,Mouse,Wireless Mouse,SignalMax,X172-PRO,Inactive,EA,Finished Good,Non-stocked,156,86,45,1,100,A,N,N,87.31,91.14,93.09,144.87,136.96,USD,2025-09-08,SUP-009,Berlin Network Systems,V-SUP-009-28924,20,Germany,0.93,5.65,3.71,2.39,50.1,Gray,Glass,N,WH-MIA-01,Z13,A35,R005,S02,B05,Z13-A35-R005-S02-B05,Rack,Buy SignalMax X172-PRO Wireless Mouse,https://example.com/images/MOU-SIG-X172-PRO-0515.jpg,https://example.com/products/MOU-SIG-X172-PRO-0515,Reliable wireless mouse with modern electronics features and dependable performance.,"mouse,wireless-mouse,signalmax,x172-pro",N,Wholesale,2025-09-08,jmartinez,2025-09-18,arodriguez,9
MOU-APE-A426-SL-0516,ITM-000516,160791791386,MPN-APE-161615,ApexTech A426-SL Gaming Mouse,Gaming Mouse by ApexTech,ApexTech A426-SL Gaming Mouse for consumer and business electronics applications.,Mouse,Gaming Mouse,ApexTech,A426-SL,Active,EA,Finished Good,Stocked,206,63,9,20,100,B,N,N,17.7,18.28,17.04,30.41,25.63,USD,2024-04-04,SUP-001,Shenzhen Bright Electronics,V-SUP-001-70211,43,China,1.5,3.91,2.93,2.3,26.35,Red,Steel,N,WH-MIA-01,Z06,A34,R072,S02,B03,Z06-A34-R072-S02-B03,Shelf,Buy ApexTech A426-SL Gaming Mouse,https://example.com/images/MOU-APE-A426-SL-0516.jpg,https://example.com/products/MOU-APE-A426-SL-0516,Reliable gaming mouse with modern electronics features and dependable performance.,"mouse,gaming-mouse,apextech,a426-sl",Y,B2B,2024-04-04,jmartinez,2024-05-04,mchen,4
KEY-BRI-N602-PRO-0517,ITM-000517,463913810749,MPN-BRI-216600,BrightView N602-PRO Gaming Keyboard,Gaming Keyboard by BrightView,BrightView N602-PRO Gaming Keyboard for consumer and business electronics applications.,Keyboard,Gaming Keyboard,BrightView,N602-PRO,Inactive,EA,Finished Good,Stocked,36,75,21,1,250,C,N,N,28.55,29.7,27.41,55.6,50.66,USD,2024-09-16,SUP-006,Monterrey Cable Works,V-SUP-006-52359,27,Mexico,3.5,3.87,9.76,4.9,185.08,Matte Black,Glass,N,WH-MIA-01,Z06,A25,R009,S07,B05,Z06-A25-R009-S07-B05,Shelf,Buy BrightView N602-PRO Gaming Keyboard,https://example.com/images/KEY-BRI-N602-PRO-0517.jpg,https://example.com/products/KEY-BRI-N602-PRO-0517,Reliable gaming keyboard with modern electronics features and dependable performance.,"keyboard,gaming-keyboard,brightview,n602-pro",N,Retail,2024-09-16,arodriguez,2024-12-13,jmartinez,11
MON-TER-R928-BK-0518,ITM-000518,798994885669,MPN-TER-396040,TerraWave R928-BK Ultrawide Monitor,Ultrawide Monitor by TerraWave,TerraWave R928-BK Ultrawide Monitor for consumer and business electronics applications.,Monitor,Ultrawide Monitor,TerraWave,R928-BK,Active,EA,Finished Good,Stocked,248,78,17,1,100,B,N,Y,899.28,896.81,907.09,1717.33,1387.39,USD,2024-06-08,SUP-007,Hanoi Electronics Manufacturing,V-SUP-007-95643,51,Vietnam,7.58,22.74,3.02,22.3,1531.45,Graphite,ABS Plastic,N,WH-MIA-01,Z06,A29,R082,S02,B04,Z06-A29-R082-S02-B04,Cage,Buy TerraWave R928-BK Ultrawide Monitor,https://example.com/images/MON-TER-R928-BK-0518.jpg,https://example.com/products/MON-TER-R928-BK-0518,Reliable ultrawide monitor with modern electronics features and dependable performance.,"monitor,ultrawide-monitor,terrawave,r928-bk",Y,E-commerce,2024-06-08,sku_admin,2024-09-15,jmartinez,8
TV-NOV-N979-PLUS-0519,ITM-000519,413068624087,MPN-NOV-915822,NovaVision N979-PLUS LED TV,LED TV by NovaVision,NovaVision N979-PLUS LED TV for consumer and business electronics applications.,TV,LED TV,NovaVision,N979-PLUS,Active,EA,Finished Good,Stocked,5,83,55,5,1000,C,N,Y,1247.74,1290.58,1201.62,1873.93,1739.77,USD,2024-08-22,SUP-003,Seoul Digital Supply,V-SUP-003-33721,27,South Korea,15.46,47.16,2.77,37.16,4854.33,Silver,Glass,Y,WH-MIA-01,Z04,A23,R085,S03,B02,Z04-A23-R085-S03-B02,Rack,Buy NovaVision N979-PLUS LED TV,https://example.com/images/TV-NOV-N979-PLUS-0519.jpg,https://example.com/products/TV-NOV-N979-PLUS-0519,Reliable led tv with modern electronics features and dependable performance.,"tv,led-tv,novavision,n979-plus",Y,Marketplace,2024-08-22,mchen,2024-09-27,jmartinez,6
ROU-ZEN-N720-MAX-0520,ITM-000520,940041084791,MPN-ZEN-339256,Zenith Digital N720-MAX 5G Router,5G Router by Zenith Digital,Zenith Digital N720-MAX 5G Router for consumer and business electronics applications.,Router,5G Router,Zenith Digital,N720-MAX,Active,EA,Finished Good,Stocked,185,16,18,1,100,B,N,Y,615.78,643.0,598.18,1027.3,871.61,USD,2025-04-20,SUP-010,Bangalore Peripheral Supply,V-SUP-010-26728,74,India,1.48,13.08,10.33,2.75,371.57,Black,Aluminum,N,WH-MIA-01,Z04,A24,R063,S01,B05,Z04-A24-R063-S01-B05,Rack,Buy Zenith Digital N720-MAX 5G Router,https://example.com/images/ROU-ZEN-N720-MAX-0520.jpg,https://example.com/products/ROU-ZEN-N720-MAX-0520,Reliable 5g router with modern electronics features and dependable performance.,"router,5g-router,zenith-digital,n720-max",Y,E-commerce,2025-04-20,jmartinez,2025-09-01,gtovar,10
MOU-ZEN-N179-MAX-0521,ITM-000521,528144786742,MPN-ZEN-677348,Zenith Digital N179-MAX Ergonomic Mouse,Ergonomic Mouse by Zenith Digital,Zenith Digital N179-MAX Ergonomic Mouse for consumer and business electronics applications.,Mouse,Ergonomic Mouse,Zenith Digital,N179-MAX,Active,EA,Finished Good,Stocked,26,84,35,20,2500,C,N,N,24.01,24.74,24.36,51.69,41.94,USD,2024-09-02,SUP-001,Shenzhen Bright Electronics,V-SUP-001-11801,45,China,1.08,3.68,3.12,2.16,24.8,Red,ABS Plastic,N,WH-MIA-01,Z05,A07,R029,S08,B03,Z05-A07-R029-S08-B03,Cage,Buy Zenith Digital N179-MAX Ergonomic Mouse,https://example.com/images/MOU-ZEN-N179-MAX-0521.jpg,https://example.com/products/MOU-ZEN-N179-MAX-0521,Reliable ergonomic mouse with modern electronics features and dependable performance.,"mouse,ergonomic-mouse,zenith-digital,n179-max",Y,Wholesale,2024-09-02,mchen,2024-12-14,mchen,10
ACC-SIG-X657-WH-0522,ITM-000522,290696904528,MPN-SIG-737258,SignalMax X657-WH Webcam,Webcam by SignalMax,SignalMax X657-WH Webcam for consumer and business electronics applications.,Accessory,Webcam,SignalMax,X657-WH,Active,EA,Component,Stocked,101,10,49,1,1000,B,N,N,104.84,105.49,103.32,222.03,194.97,USD,2025-08-24,SUP-001,Shenzhen Bright Electronics,V-SUP-001-56886,33,China,1.52,8.41,7.77,1.84,120.24,Black,Glass,N,WH-MIA-01,Z08,A27,R085,S02,B03,Z08-A27-R085-S02-B03,Cage,Buy SignalMax X657-WH Webcam,https://example.com/images/ACC-SIG-X657-WH-0522.jpg,https://example.com/products/ACC-SIG-X657-WH-0522,Reliable webcam with modern electronics features and dependable performance.,"accessory,webcam,signalmax,x657-wh",Y,B2B,2025-08-24,gtovar,2026-01-12,jmartinez,10
ROU-QUA-N375-WH-0523,ITM-000523,772508423242,MPN-QUA-322918,QuantumGear N375-WH 5G Router,5G Router by QuantumGear,QuantumGear N375-WH 5G Router for consumer and business electronics applications.,Router,5G Router,QuantumGear,N375-WH,Active,EA,Finished Good,Stocked,6,100,5,1,100,B,N,Y,196.67,196.15,210.93,340.32,301.26,USD,2025-07-30,SUP-002,Taipei Core Components,V-SUP-002-46379,26,Taiwan,2.96,7.72,7.67,4.38,259.35,Red,Mixed Materials,N,WH-MIA-01,Z19,A02,R050,S03,B04,Z19-A02-R050-S03-B04,Pallet,Buy QuantumGear N375-WH 5G Router,https://example.com/images/ROU-QUA-N375-WH-0523.jpg,https://example.com/products/ROU-QUA-N375-WH-0523,Reliable 5g router with modern electronics features and dependable performance.,"router,5g-router,quantumgear,n375-wh",Y,Retail,2025-07-30,gtovar,2025-11-03,jmartinez,11
ROU-PIX-R714-WH-0524,ITM-000524,523158286304,MPN-PIX-121239,PixelPro R714-WH 5G Router,5G Router by PixelPro,PixelPro R714-WH 5G Router for consumer and business electronics applications.,Router,5G Router,PixelPro,R714-WH,Active,EA,Finished Good,Stocked,116,52,14,20,2500,C,N,Y,102.36,107.08,105.23,208.65,171.61,USD,2024-06-29,SUP-001,Shenzhen Bright Electronics,V-SUP-001-37514,65,China,2.77,8.48,8.33,4.08,288.2,Black,Polycarbonate,N,WH-MIA-01,Z04,A23,R088,S04,B05,Z04-A23-R088-S04-B05,Pallet,Buy PixelPro R714-WH 5G Router,https://example.com/images/ROU-PIX-R714-WH-0524.jpg,https://example.com/products/ROU-PIX-R714-WH-0524,Reliable 5g router with modern electronics features and dependable performance.,"router,5g-router,pixelpro,r714-wh",Y,Wholesale,2024-06-29,sku_admin,2024-10-10,mchen,1
